epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,861.075,0.93039,0.63186,1.10413,0.87093,0.75802,0.82751,0.49555,1.37792,0.89025,1.52288,0.000148674,0.000148674,0.000148674
39,882.995,0.92211,0.62376,1.10538,0.87744,0.76921,0.83129,0.49199,1.38018,0.88929,1.52625,0.000137666,0.000137666,0.000137666
40,904.628,0.91148,0.61456,1.0988,0.85292,0.78688,0.83694,0.49542,1.36762,0.88112,1.52439,0.000126657,0.000126657,0.000126657
41,955.272,0.86513,0.50312,1.0784,0.85796,0.7676,0.82769,0.48651,1.38443,0.87815,1.53797,0.000115648,0.000115648,0.000115648
42,976.388,0.84147,0.48851,1.06526,0.86993,0.7799,0.8362,0.49614,1.35934,0.86888,1.51998,0.000104639,0.000104639,0.000104639
43,997.297,0.82967,0.47146,1.06245,0.84829,0.79357,0.83184,0.49447,1.36725,0.87666,1.52003,9.36304e-05,9.36304e-05,9.36304e-05
44,1018.31,0.81272,0.45325,1.04335,0.85283,0.792,0.83307,0.49796,1.36344,0.85642,1.52581,8.26216e-05,8.26216e-05,8.26216e-05
45,1039.46,0.80893,0.44818,1.04219,0.85878,0.79178,0.83725,0.49904,1.35876,0.85554,1.52254,7.16128e-05,7.16128e-05,7.16128e-05
46,1060.66,0.81066,0.4571,1.03917,0.85869,0.79003,0.83863,0.50282,1.36458,0.87028,1.53567,6.0604e-05,6.0604e-05,6.0604e-05
47,1082.03,0.79539,0.44219,1.03167,0.8686,0.78304,0.83978,0.50105,1.35404,0.85187,1.52719,4.95952e-05,4.95952e-05,4.95952e-05
48,1103.08,0.79223,0.44446,1.03491,0.87383,0.77298,0.83748,0.50026,1.35338,0.85267,1.53285,3.85864e-05,3.85864e-05,3.85864e-05
49,1124.16,0.77512,0.42485,1.02583,0.8755,0.77333,0.8383,0.50294,1.35125,0.86463,1.52824,2.75776e-05,2.75776e-05,2.75776e-05
50,1145.38,0.78344,0.42853,1.03214,0.87863,0.77078,0.83882,0.50227,1.35057,0.86043,1.53096,1.65688e-05,1.65688e-05,1.65688e-05
