epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,32.1682,0.92534,0.81857,1.1891,0.80356,0.70493,0.75085,0.41903,1.4641,1.18666,1.76872,0.000412886,0.000412886,0.000412886
15,34.1737,0.93357,0.85922,1.22019,0.77127,0.70266,0.75378,0.41242,1.45001,1.16601,1.77661,0.000401877,0.000401877,0.000401877
16,36.2231,0.96324,0.82809,1.17712,0.77363,0.72312,0.76759,0.43133,1.46953,1.15643,1.80698,0.000390868,0.000390868,0.000390868
17,38.2432,0.9537,0.8516,1.20574,0.78508,0.72762,0.75826,0.43996,1.41823,1.10916,1.74003,0.000379859,0.000379859,0.000379859
18,40.2831,0.99656,0.83902,1.20524,0.79626,0.72131,0.74614,0.42246,1.42899,1.11718,1.75114,0.00036885,0.00036885,0.00036885
19,42.3957,0.91369,0.82924,1.19222,0.80088,0.6989,0.74422,0.42411,1.43656,1.10834,1.78417,0.000357842,0.000357842,0.000357842
20,44.4202,0.95704,0.83003,1.20069,0.787,0.70746,0.7462,0.4334,1.42274,1.07442,1.79913,0.000346833,0.000346833,0.000346833
21,46.4826,0.93352,0.83761,1.23818,0.81309,0.71517,0.74658,0.43277,1.43404,1.07796,1.81677,0.000335824,0.000335824,0.000335824
22,48.5444,0.92055,0.80846,1.19805,0.81768,0.67173,0.7232,0.42338,1.39277,1.06708,1.71975,0.000324815,0.000324815,0.000324815
23,50.5469,0.9294,0.84531,1.20646,0.80249,0.6962,0.7249,0.43245,1.38371,1.06281,1.7011,0.000313806,0.000313806,0.000313806
24,52.5858,0.94999,0.80592,1.20839,0.78539,0.73242,0.73576,0.43719,1.37113,1.06233,1.70579,0.000302798,0.000302798,0.000302798
25,54.6497,0.92682,0.80607,1.24123,0.7931,0.73734,0.72854,0.41879,1.38595,1.05254,1.73834,0.000291789,0.000291789,0.000291789
26,56.7833,0.9275,0.77494,1.19717,0.81797,0.71156,0.73592,0.43157,1.4061,1.05735,1.76354,0.00028078,0.00028078,0.00028078
27,58.7729,0.90653,0.81733,1.2236,0.8647,0.68228,0.74419,0.43796,1.40481,1.06472,1.7368,0.000269771,0.000269771,0.000269771
28,60.8627,0.91486,0.78739,1.18463,0.80366,0.70365,0.73566,0.43691,1.4012,1.06724,1.71552,0.000258762,0.000258762,0.000258762
29,62.8417,0.92167,0.76196,1.1721,0.77408,0.71399,0.74093,0.43537,1.39623,1.07728,1.7066,0.000247754,0.000247754,0.000247754
30,64.8494,0.87036,0.7624,1.1393,0.7903,0.71231,0.7332,0.43227,1.35723,1.06747,1.6739,0.000236745,0.000236745,0.000236745
31,66.8635,0.92388,0.80205,1.19621,0.7903,0.72146,0.72327,0.42591,1.34314,1.05169,1.66213,0.000225736,0.000225736,0.000225736
32,68.878,0.9508,0.7802,1.2157,0.7989,0.73607,0.74251,0.43591,1.33258,1.01189,1.65939,0.000214727,0.000214727,0.000214727
33,70.9545,0.9284,0.8069,1.20497,0.79435,0.73458,0.74205,0.44285,1.33133,1.00633,1.66161,0.000203718,0.000203718,0.000203718
34,72.9941,0.87532,0.75021,1.15444,0.78422,0.72937,0.74577,0.43689,1.35051,1.02471,1.66976,0.00019271,0.00019271,0.00019271
35,74.9686,0.91897,0.77443,1.18688,0.81176,0.71685,0.74854,0.44076,1.33575,1.01928,1.66422,0.000181701,0.000181701,0.000181701
36,77.0908,0.94425,0.7738,1.22073,0.8002,0.73676,0.74476,0.43907,1.32587,1.01949,1.66257,0.000170692,0.000170692,0.000170692
37,79.2429,0.93398,0.76291,1.19341,0.87095,0.69866,0.74679,0.43866,1.3297,1.01643,1.66826,0.000159683,0.000159683,0.000159683
38,81.2976,0.87954,0.74336,1.18823,0.8832,0.68547,0.75074,0.44037,1.33965,1.02167,1.67303,0.000148674,0.000148674,0.000148674
39,83.3521,0.90353,0.79029,1.19645,0.85185,0.69122,0.74594,0.43889,1.34084,1.02449,1.67482,0.000137666,0.000137666,0.000137666
40,85.4062,0.93338,0.75715,1.16561,0.81008,0.73239,0.74356,0.43858,1.34454,1.01713,1.68133,0.000126657,0.000126657,0.000126657
41,110.246,0.95701,0.86667,1.26123,0.81473,0.74408,0.74204,0.43508,1.36262,1.01783,1.69922,0.000115648,0.000115648,0.000115648
42,112.424,0.93987,0.82884,1.22916,0.82431,0.74297,0.74726,0.43278,1.39062,1.02946,1.72922,0.000104639,0.000104639,0.000104639
43,114.602,0.94585,0.80686,1.19798,0.82536,0.74662,0.7496,0.43134,1.39941,1.03944,1.74413,9.36304e-05,9.36304e-05,9.36304e-05
44,116.747,0.90093,0.79135,1.2163,0.86716,0.72125,0.74972,0.43576,1.39102,1.03242,1.73274,8.26216e-05,8.26216e-05,8.26216e-05
45,118.733,0.90618,0.81302,1.21135,0.83719,0.70969,0.74682,0.43673,1.3813,1.01919,1.72359,7.16128e-05,7.16128e-05,7.16128e-05
46,120.722,0.89863,0.7983,1.21374,0.84832,0.72617,0.74873,0.43663,1.36907,1.00949,1.71175,6.0604e-05,6.0604e-05,6.0604e-05
47,122.713,0.87964,0.77606,1.20143,0.84018,0.73216,0.75126,0.43941,1.36259,1.0113,1.70871,4.95952e-05,4.95952e-05,4.95952e-05
48,124.678,0.87336,0.7631,1.18758,0.81294,0.74666,0.75659,0.44431,1.3548,1.01254,1.70182,3.85864e-05,3.85864e-05,3.85864e-05
49,126.727,0.88026,0.77797,1.19863,0.8304,0.75391,0.75777,0.44517,1.35142,1.01488,1.69751,2.75776e-05,2.75776e-05,2.75776e-05
50,128.752,0.89507,0.75485,1.19387,0.81677,0.75515,0.75492,0.4436,1.34908,1.01675,1.69472,1.65688e-05,1.65688e-05,1.65688e-05
