epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,80.0064,0.9254,0.76,1.1885,0.79313,0.73672,0.75031,0.44021,1.36266,1.03884,1.71362,0.000159683,0.000159683,0.000159683
38,82.0683,0.89394,0.75521,1.19462,0.85071,0.68825,0.74959,0.44547,1.35269,1.04895,1.69652,0.000148674,0.000148674,0.000148674
39,84.0915,0.90601,0.78028,1.19847,0.88535,0.68679,0.74743,0.44371,1.34425,1.03625,1.69075,0.000137666,0.000137666,0.000137666
40,86.1728,0.9356,0.74968,1.17409,0.82575,0.71629,0.74845,0.44647,1.35095,1.02458,1.70396,0.000126657,0.000126657,0.000126657
41,110.084,0.95871,0.86334,1.26492,0.81518,0.72616,0.75037,0.44746,1.35762,1.01498,1.70686,0.000115648,0.000115648,0.000115648
42,112.197,0.94281,0.83252,1.24006,0.82094,0.73252,0.75432,0.44423,1.36827,1.01879,1.71599,0.000104639,0.000104639,0.000104639
43,114.359,0.95241,0.80945,1.20513,0.83097,0.73165,0.75948,0.44556,1.38626,1.02652,1.73602,9.36304e-05,9.36304e-05,9.36304e-05
44,116.375,0.90997,0.79226,1.22729,0.80127,0.74008,0.76386,0.44519,1.38757,1.02526,1.73745,8.26216e-05,8.26216e-05,8.26216e-05
45,118.397,0.90792,0.81973,1.21723,0.80513,0.7281,0.76144,0.44847,1.37815,1.01984,1.73108,7.16128e-05,7.16128e-05,7.16128e-05
46,120.37,0.89717,0.80817,1.21898,0.79241,0.72536,0.75225,0.44614,1.37152,1.01149,1.71633,6.0604e-05,6.0604e-05,6.0604e-05
47,122.389,0.88511,0.77212,1.20378,0.82764,0.70372,0.75254,0.4486,1.36812,1.00953,1.71183,4.95952e-05,4.95952e-05,4.95952e-05
48,124.418,0.87492,0.76158,1.18734,0.81008,0.72185,0.75161,0.44337,1.36531,1.0051,1.70533,3.85864e-05,3.85864e-05,3.85864e-05
49,126.436,0.89283,0.77509,1.2122,0.80672,0.72396,0.74892,0.44195,1.36051,1.0041,1.7,2.75776e-05,2.75776e-05,2.75776e-05
50,128.436,0.89377,0.76037,1.19235,0.80541,0.72967,0.74991,0.44602,1.35526,1.00576,1.69489,1.65688e-05,1.65688e-05,1.65688e-05
