epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.16812,1.11741,1.49839,1.37101,0.80343,0.53081,0.62914,0.34915,1.48105,1.51821,1.77976,7.228e-05,7.228e-05,7.228e-05
2,9.90012,1.11653,1.3557,1.30868,0.68648,0.61302,0.64158,0.34838,1.4925,1.44802,1.80222,0.000147148,0.000147148,0.000147148
3,13.3121,1.11848,1.21493,1.2958,0.72324,0.60073,0.65485,0.34727,1.52051,1.50719,1.81381,0.000218933,0.000218933,0.000218933
4,16.7101,1.16519,1.18135,1.32184,0.73736,0.60333,0.65038,0.34736,1.53724,1.48662,1.82671,0.000287635,0.000287635,0.000287635
5,20.0295,1.1766,1.18356,1.34483,0.72852,0.60282,0.66315,0.3629,1.50516,1.4173,1.79022,0.000353256,0.000353256,0.000353256
6,23.4051,1.14195,1.20035,1.35812,0.74079,0.59186,0.65646,0.36188,1.49005,1.335,1.81945,0.000415793,0.000415793,0.000415793
7,26.6582,1.17519,1.12029,1.34943,0.77237,0.62398,0.67877,0.36464,1.49151,1.29875,1.84967,0.000475249,0.000475249,0.000475249
8,29.8841,1.20112,1.15001,1.35159,0.79183,0.59138,0.66212,0.35298,1.52253,1.35014,1.86363,0.000478938,0.000478938,0.000478938
9,33.1767,1.14922,1.12412,1.33183,0.73575,0.6211,0.67716,0.36322,1.52072,1.28993,1.83726,0.00046793,0.00046793,0.00046793
10,36.3923,1.13855,1.08457,1.30674,0.78029,0.63104,0.69582,0.37243,1.52465,1.24043,1.84515,0.000456921,0.000456921,0.000456921
11,39.8486,1.13239,1.12311,1.33419,0.73722,0.66074,0.71032,0.37472,1.52106,1.23548,1.85096,0.000445912,0.000445912,0.000445912
12,43.2406,1.16065,1.04444,1.33612,0.7508,0.6697,0.70466,0.38178,1.47588,1.25147,1.78364,0.000434903,0.000434903,0.000434903
13,46.6459,1.13501,1.03728,1.31458,0.71794,0.67797,0.70272,0.37769,1.48849,1.23407,1.79192,0.000423894,0.000423894,0.000423894
14,50.1927,1.09351,1.00003,1.29261,0.77187,0.64216,0.70033,0.39416,1.48369,1.23511,1.80796,0.000412886,0.000412886,0.000412886
15,53.5805,1.11818,1.03247,1.29471,0.77071,0.64277,0.70814,0.39693,1.48945,1.1701,1.78758,0.000401877,0.000401877,0.000401877
16,56.9323,1.09334,1.00641,1.30242,0.68482,0.68165,0.70202,0.38417,1.52582,1.17742,1.82354,0.000390868,0.000390868,0.000390868
17,60.349,1.10986,1.00333,1.31431,0.72441,0.69448,0.7277,0.39575,1.49061,1.1417,1.80434,0.000379859,0.000379859,0.000379859
18,63.7484,1.08844,0.98096,1.29771,0.76918,0.66051,0.72598,0.40475,1.46449,1.12711,1.75337,0.00036885,0.00036885,0.00036885
19,67.0753,1.12276,0.9665,1.27024,0.7941,0.63877,0.72593,0.39756,1.47713,1.18411,1.74315,0.000357842,0.000357842,0.000357842
20,70.4121,1.045,0.90834,1.24176,0.82747,0.69602,0.75246,0.41251,1.44712,1.11867,1.75195,0.000346833,0.000346833,0.000346833
21,73.6222,1.08878,0.95365,1.26877,0.82175,0.6988,0.75954,0.42337,1.44501,1.12005,1.74731,0.000335824,0.000335824,0.000335824
22,76.8758,1.0413,0.90718,1.25836,0.78219,0.70552,0.75121,0.41186,1.47198,1.09596,1.78794,0.000324815,0.000324815,0.000324815
23,80.012,1.04893,0.90731,1.27616,0.77162,0.70531,0.75021,0.41435,1.46226,1.11132,1.77259,0.000313806,0.000313806,0.000313806
24,83.2996,1.06179,0.89749,1.25293,0.78947,0.67946,0.74722,0.41898,1.43825,1.09128,1.7423,0.000302798,0.000302798,0.000302798
25,86.5032,1.08285,0.90711,1.27438,0.76143,0.73294,0.75619,0.41805,1.43847,1.08196,1.7393,0.000291789,0.000291789,0.000291789
26,89.7639,1.09285,0.9093,1.27854,0.77525,0.7258,0.75372,0.41599,1.44634,1.09139,1.74197,0.00028078,0.00028078,0.00028078
27,93.2179,1.05189,0.89895,1.25985,0.79693,0.72718,0.76322,0.42493,1.44095,1.06119,1.73934,0.000269771,0.000269771,0.000269771
28,96.5859,1.05358,0.86001,1.24922,0.82413,0.71456,0.77156,0.42981,1.42846,1.02948,1.72655,0.000258762,0.000258762,0.000258762
29,99.7323,1.01499,0.87365,1.25734,0.83359,0.72612,0.77608,0.438,1.41361,1.02511,1.70256,0.000247754,0.000247754,0.000247754
30,102.736,1.00394,0.83393,1.19804,0.83506,0.73518,0.78561,0.44179,1.40523,1.03412,1.69427,0.000236745,0.000236745,0.000236745
31,105.825,1.0199,0.85138,1.25357,0.83135,0.71059,0.76534,0.43665,1.39724,1.04227,1.68247,0.000225736,0.000225736,0.000225736
32,108.856,1.00127,0.81628,1.19107,0.79755,0.74184,0.76314,0.42965,1.40863,1.02221,1.69206,0.000214727,0.000214727,0.000214727
33,111.877,1.02536,0.84548,1.22937,0.79782,0.7339,0.76156,0.42796,1.40035,1.02085,1.69181,0.000203718,0.000203718,0.000203718
34,114.884,1.01619,0.83827,1.23171,0.81671,0.70703,0.75741,0.42684,1.40366,1.03273,1.69462,0.00019271,0.00019271,0.00019271
35,117.868,1.00587,0.8147,1.21244,0.83314,0.71462,0.76996,0.43427,1.40854,1.03009,1.70405,0.000181701,0.000181701,0.000181701
36,120.891,0.96681,0.8029,1.22395,0.84387,0.73506,0.77673,0.44002,1.40385,1.0047,1.69759,0.000170692,0.000170692,0.000170692
