epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,131.657,0.9046,0.64546,1.14496,0.82652,0.69812,0.76289,0.44818,1.44488,1.38917,1.65841,0.000390868,0.000390868,0.000390868
17,139.246,0.88139,0.65129,1.13497,0.8239,0.68404,0.76446,0.4485,1.44018,1.3625,1.67773,0.000379859,0.000379859,0.000379859
18,146.846,0.89167,0.65217,1.14355,0.81774,0.73026,0.77417,0.45069,1.4467,1.32748,1.68898,0.00036885,0.00036885,0.00036885
19,154.864,0.87434,0.62656,1.13401,0.79664,0.71323,0.7706,0.44677,1.44538,1.3811,1.66149,0.000357842,0.000357842,0.000357842
20,162.417,0.88222,0.6447,1.16204,0.81793,0.72834,0.77351,0.45358,1.43351,1.23503,1.66788,0.000346833,0.000346833,0.000346833
21,170.037,0.86674,0.61704,1.12991,0.85304,0.70049,0.7868,0.45963,1.43081,1.17271,1.66705,0.000335824,0.000335824,0.000335824
22,177.654,0.8598,0.60713,1.11942,0.86159,0.72296,0.78447,0.45424,1.45885,1.29776,1.69206,0.000324815,0.000324815,0.000324815
23,185.27,0.8485,0.60562,1.11794,0.8542,0.71037,0.78255,0.45429,1.41897,1.21032,1.65638,0.000313806,0.000313806,0.000313806
24,192.854,0.84256,0.5876,1.12362,0.86253,0.7188,0.78305,0.45941,1.41407,1.2796,1.64223,0.000302798,0.000302798,0.000302798
25,200.447,0.84433,0.58929,1.10174,0.86236,0.71137,0.77832,0.4572,1.4257,1.35259,1.66119,0.000291789,0.000291789,0.000291789
26,208.062,0.8253,0.56869,1.11262,0.872,0.71238,0.7886,0.46373,1.3911,1.25224,1.63512,0.00028078,0.00028078,0.00028078
27,215.776,0.82209,0.58015,1.09997,0.80565,0.73829,0.78616,0.46454,1.40858,1.27299,1.64365,0.000269771,0.000269771,0.000269771
28,223.37,0.84342,0.59471,1.10533,0.84314,0.7258,0.78946,0.46055,1.44694,1.33128,1.7005,0.000258762,0.000258762,0.000258762
29,230.982,0.84275,0.581,1.10505,0.84292,0.73725,0.79843,0.46712,1.449,1.20787,1.69806,0.000247754,0.000247754,0.000247754
30,238.597,0.81192,0.56657,1.09347,0.79981,0.7494,0.79778,0.46886,1.43413,1.23225,1.69008,0.000236745,0.000236745,0.000236745
31,246.203,0.83729,0.58407,1.10902,0.87216,0.71574,0.79992,0.46907,1.43,1.21759,1.67852,0.000225736,0.000225736,0.000225736
32,253.843,0.78818,0.56125,1.09601,0.84316,0.74226,0.80648,0.47785,1.41156,1.28108,1.65549,0.000214727,0.000214727,0.000214727
33,261.548,0.79424,0.5543,1.09509,0.85965,0.72964,0.79921,0.47245,1.41,1.22513,1.66735,0.000203718,0.000203718,0.000203718
34,269.187,0.78941,0.5341,1.08794,0.85622,0.72136,0.79841,0.47176,1.41438,1.21238,1.67099,0.00019271,0.00019271,0.00019271
35,276.806,0.77624,0.55163,1.08996,0.8493,0.72688,0.80315,0.47208,1.40073,1.25429,1.66588,0.000181701,0.000181701,0.000181701
36,284.582,0.77176,0.53042,1.07688,0.85792,0.72276,0.79694,0.473,1.40253,1.23045,1.66093,0.000170692,0.000170692,0.000170692
37,292.383,0.77576,0.53812,1.07577,0.85789,0.7267,0.8006,0.47468,1.39452,1.23282,1.65848,0.000159683,0.000159683,0.000159683
38,300.149,0.76981,0.52191,1.0702,0.84858,0.73787,0.79657,0.47852,1.3948,1.22987,1.65159,0.000148674,0.000148674,0.000148674
39,307.909,0.76154,0.5226,1.05965,0.87159,0.72291,0.81127,0.48413,1.39493,1.2077,1.65478,0.000137666,0.000137666,0.000137666
40,315.536,0.75445,0.51795,1.06855,0.859,0.73579,0.80235,0.47613,1.39592,1.21827,1.65147,0.000126657,0.000126657,0.000126657
41,345.866,0.73144,0.45343,1.06232,0.83555,0.74457,0.79555,0.46747,1.4156,1.23249,1.68269,0.000115648,0.000115648,0.000115648
42,355.756,0.71937,0.43767,1.04338,0.83416,0.75263,0.8009,0.47068,1.39568,1.19261,1.66583,0.000104639,0.000104639,0.000104639
43,363.262,0.69707,0.43071,1.04151,0.86911,0.71939,0.79706,0.47324,1.38348,1.21756,1.66226,9.36304e-05,9.36304e-05,9.36304e-05
44,370.842,0.70657,0.42819,1.04663,0.87479,0.73098,0.80347,0.47702,1.39164,1.24887,1.66609,8.26216e-05,8.26216e-05,8.26216e-05
45,378.4,0.70413,0.42182,1.02864,0.84964,0.7564,0.80533,0.47699,1.39351,1.20034,1.66509,7.16128e-05,7.16128e-05,7.16128e-05
46,386.061,0.69313,0.4183,1.02961,0.87747,0.73425,0.79891,0.4766,1.3902,1.22958,1.66544,6.0604e-05,6.0604e-05,6.0604e-05
47,393.618,0.68531,0.40828,1.03161,0.84454,0.75579,0.80214,0.47916,1.3875,1.23019,1.66972,4.95952e-05,4.95952e-05,4.95952e-05
48,401.162,0.67932,0.40152,1.02422,0.85904,0.7434,0.79985,0.4787,1.38345,1.23394,1.66333,3.85864e-05,3.85864e-05,3.85864e-05
49,408.744,0.66258,0.40542,1.0085,0.84471,0.74767,0.79991,0.47899,1.39066,1.23303,1.66955,2.75776e-05,2.75776e-05,2.75776e-05
50,416.305,0.6635,0.40158,1.01464,0.85997,0.73448,0.79971,0.48043,1.38965,1.23328,1.66983,1.65688e-05,1.65688e-05,1.65688e-05
