epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,83.5824,0.85112,0.6661,1.13966,0.85435,0.70649,0.75428,0.44872,1.37252,1.03764,1.71794,0.000181701,0.000181701,0.000181701
36,85.8511,0.86055,0.67094,1.16806,0.84087,0.70774,0.74853,0.44623,1.37335,1.03396,1.72091,0.000170692,0.000170692,0.000170692
37,88.136,0.84398,0.65503,1.13459,0.87664,0.68793,0.74831,0.44618,1.37806,1.03494,1.72086,0.000159683,0.000159683,0.000159683
38,90.4458,0.81997,0.64666,1.14092,0.88125,0.68931,0.75146,0.4432,1.35311,1.03005,1.70454,0.000148674,0.000148674,0.000148674
39,92.7096,0.82532,0.68189,1.14748,0.88117,0.69965,0.75328,0.44317,1.34364,1.02766,1.69608,0.000137666,0.000137666,0.000137666
40,95.3125,0.85547,0.66713,1.12475,0.82403,0.73082,0.74853,0.4414,1.3447,1.01111,1.70416,0.000126657,0.000126657,0.000126657
41,126.479,0.90854,0.76599,1.22044,0.86745,0.72128,0.75336,0.44098,1.34828,1.01527,1.70725,0.000115648,0.000115648,0.000115648
42,129.187,0.87614,0.71933,1.18898,0.85535,0.73112,0.75703,0.44796,1.36261,1.00306,1.73785,0.000104639,0.000104639,0.000104639
43,131.614,0.87034,0.6979,1.15141,0.85781,0.74854,0.75734,0.44691,1.37556,1.00117,1.75573,9.36304e-05,9.36304e-05,9.36304e-05
44,133.952,0.8717,0.69332,1.1936,0.84727,0.73738,0.76041,0.44783,1.37511,0.99893,1.75481,8.26216e-05,8.26216e-05,8.26216e-05
45,136.231,0.86744,0.71153,1.18232,0.83175,0.7379,0.76647,0.44929,1.36806,0.99499,1.74346,7.16128e-05,7.16128e-05,7.16128e-05
46,138.519,0.86272,0.71815,1.18794,0.87975,0.70595,0.7644,0.44831,1.35877,0.98773,1.72626,6.0604e-05,6.0604e-05,6.0604e-05
47,140.785,0.83381,0.67533,1.16234,0.87372,0.70242,0.76911,0.44962,1.35536,0.99327,1.72569,4.95952e-05,4.95952e-05,4.95952e-05
48,143.075,0.85005,0.67931,1.1657,0.90068,0.70914,0.77393,0.45376,1.35067,0.99295,1.72088,3.85864e-05,3.85864e-05,3.85864e-05
49,145.355,0.86535,0.6935,1.18985,0.89867,0.70854,0.77515,0.4531,1.35059,0.9934,1.72073,2.75776e-05,2.75776e-05,2.75776e-05
50,147.64,0.85077,0.66772,1.1598,0.90465,0.70753,0.77428,0.45186,1.34978,0.99008,1.71637,1.65688e-05,1.65688e-05,1.65688e-05
