epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,348.908,0.99924,0.7241,1.14836,0.86463,0.74442,0.81964,0.46501,1.43321,0.94335,1.56606,0.000401877,0.000401877,0.000401877
16,370.646,0.99023,0.69753,1.14513,0.83522,0.78578,0.82457,0.47974,1.39256,0.95184,1.54572,0.000390868,0.000390868,0.000390868
17,392.676,0.98942,0.69903,1.1409,0.8341,0.76945,0.82112,0.47286,1.42944,0.93009,1.56947,0.000379859,0.000379859,0.000379859
18,414.129,0.97422,0.69491,1.13458,0.85181,0.74115,0.81366,0.47067,1.40734,0.9742,1.55313,0.00036885,0.00036885,0.00036885
19,436.18,0.98244,0.70079,1.13992,0.85066,0.76154,0.81983,0.47753,1.39751,0.96057,1.54974,0.000357842,0.000357842,0.000357842
20,459.24,0.96667,0.68075,1.13487,0.85562,0.75388,0.80773,0.47391,1.40731,0.96489,1.53513,0.000346833,0.000346833,0.000346833
21,481.711,0.97792,0.6894,1.12853,0.83761,0.75316,0.81123,0.47608,1.4023,0.95483,1.53451,0.000335824,0.000335824,0.000335824
22,503.429,0.96692,0.67499,1.12891,0.85367,0.7589,0.8233,0.48949,1.38666,0.89962,1.525,0.000324815,0.000324815,0.000324815
23,525.211,0.95998,0.67936,1.13254,0.84741,0.76857,0.81892,0.4822,1.39009,0.92302,1.52718,0.000313806,0.000313806,0.000313806
24,547.123,0.96467,0.68102,1.12921,0.85696,0.76642,0.82469,0.48823,1.39695,0.92317,1.53342,0.000302798,0.000302798,0.000302798
25,569.063,0.95747,0.66334,1.11633,0.85671,0.76555,0.82431,0.48263,1.37327,0.89986,1.51957,0.000291789,0.000291789,0.000291789
26,590.933,0.9392,0.66508,1.11867,0.86621,0.77626,0.82352,0.48915,1.39391,0.93354,1.5357,0.00028078,0.00028078,0.00028078
27,612.829,0.93775,0.65309,1.12063,0.84554,0.77721,0.8222,0.48339,1.38761,0.9177,1.54667,0.000269771,0.000269771,0.000269771
28,634.563,0.93075,0.64536,1.10896,0.85642,0.77243,0.82474,0.48905,1.37966,0.90914,1.52657,0.000258762,0.000258762,0.000258762
29,656.339,0.93488,0.64302,1.11528,0.85193,0.77232,0.81924,0.47805,1.38227,0.88777,1.52932,0.000247754,0.000247754,0.000247754
30,678.038,0.9436,0.64658,1.11726,0.86781,0.78409,0.82065,0.48042,1.38205,0.90893,1.54105,0.000236745,0.000236745,0.000236745
31,699.795,0.91324,0.61776,1.09293,0.84939,0.7916,0.83287,0.4942,1.37648,0.89377,1.53847,0.000225736,0.000225736,0.000225736
32,721.55,0.90829,0.61996,1.10211,0.88436,0.7662,0.8338,0.49334,1.37847,0.89903,1.54388,0.000214727,0.000214727,0.000214727
33,743.233,0.90483,0.6212,1.0907,0.85677,0.79459,0.83321,0.49163,1.38181,0.88606,1.55506,0.000203718,0.000203718,0.000203718
34,765.221,0.90433,0.60636,1.09098,0.88371,0.76256,0.82889,0.49003,1.3814,0.90164,1.54627,0.00019271,0.00019271,0.00019271
35,787.324,0.89199,0.60903,1.08879,0.87691,0.7671,0.82899,0.49134,1.37597,0.89759,1.54161,0.000181701,0.000181701,0.000181701
36,809.294,0.89607,0.6004,1.08443,0.86847,0.78062,0.83867,0.49189,1.37006,0.88804,1.52874,0.000170692,0.000170692,0.000170692
37,831.362,0.88707,0.59626,1.0829,0.86057,0.78021,0.83374,0.49237,1.37369,0.86991,1.53193,0.000159683,0.000159683,0.000159683
38,853.314,0.86673,0.57797,1.07738,0.87901,0.78637,0.83807,0.49985,1.36269,0.88024,1.53238,0.000148674,0.000148674,0.000148674
39,875.308,0.87106,0.58012,1.07629,0.86088,0.78524,0.83448,0.49883,1.36587,0.87621,1.54204,0.000137666,0.000137666,0.000137666
40,897.453,0.87275,0.58025,1.07829,0.87176,0.78691,0.83463,0.49597,1.36436,0.87637,1.53227,0.000126657,0.000126657,0.000126657
41,950.048,0.8129,0.47277,1.0478,0.87253,0.77333,0.8314,0.49683,1.37836,0.86907,1.54949,0.000115648,0.000115648,0.000115648
42,971.692,0.79447,0.44722,1.03891,0.84827,0.7899,0.83171,0.49039,1.37928,0.86783,1.55363,0.000104639,0.000104639,0.000104639
43,993.236,0.78587,0.43923,1.02964,0.85255,0.79752,0.83851,0.49682,1.37016,0.85276,1.54601,9.36304e-05,9.36304e-05,9.36304e-05
44,1014.87,0.78024,0.43874,1.02893,0.85023,0.79235,0.83156,0.49388,1.37817,0.86679,1.55129,8.26216e-05,8.26216e-05,8.26216e-05
45,1036.54,0.76106,0.42305,1.01659,0.86357,0.77865,0.83516,0.49691,1.37938,0.86451,1.56113,7.16128e-05,7.16128e-05,7.16128e-05
46,1058.38,0.77334,0.43158,1.02338,0.86992,0.78364,0.83992,0.50146,1.36046,0.85565,1.54621,6.0604e-05,6.0604e-05,6.0604e-05
47,1080.01,0.75269,0.4135,1.01406,0.87882,0.77714,0.83884,0.50036,1.36027,0.87217,1.55277,4.95952e-05,4.95952e-05,4.95952e-05
48,1101.74,0.75705,0.42422,1.01222,0.87339,0.77708,0.83701,0.49773,1.35801,0.86577,1.54607,3.85864e-05,3.85864e-05,3.85864e-05
49,1123.46,0.73884,0.40287,1.00564,0.85576,0.80348,0.83991,0.50035,1.35523,0.85432,1.54329,2.75776e-05,2.75776e-05,2.75776e-05
50,1145.16,0.74038,0.40802,1.00507,0.86705,0.78669,0.837,0.49998,1.35329,0.8639,1.54195,1.65688e-05,1.65688e-05,1.65688e-05
