epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,36.6802,0.98914,0.84238,1.20255,0.81924,0.69703,0.74975,0.42588,1.41122,1.10756,1.75841,0.000390868,0.000390868,0.000390868
17,38.8775,0.95627,0.84788,1.21283,0.82181,0.69911,0.74489,0.43271,1.39843,1.09797,1.7347,0.000379859,0.000379859,0.000379859
18,41.068,0.99415,0.8394,1.20578,0.82261,0.67864,0.735,0.41745,1.41937,1.1235,1.74172,0.00036885,0.00036885,0.00036885
19,43.2901,0.91882,0.81082,1.197,0.77982,0.70411,0.74392,0.42952,1.41635,1.11764,1.76151,0.000357842,0.000357842,0.000357842
20,45.5226,0.94616,0.81307,1.19423,0.78061,0.733,0.75113,0.43527,1.42151,1.09063,1.79398,0.000346833,0.000346833,0.000346833
21,47.6008,0.94089,0.8345,1.23626,0.81296,0.70104,0.75385,0.43375,1.42965,1.12185,1.78604,0.000335824,0.000335824,0.000335824
22,49.7676,0.93231,0.81673,1.20584,0.78036,0.70629,0.73447,0.43476,1.41517,1.11173,1.75994,0.000324815,0.000324815,0.000324815
23,51.8336,0.9171,0.83032,1.21145,0.77852,0.69222,0.72278,0.4267,1.39938,1.11776,1.71742,0.000313806,0.000313806,0.000313806
24,53.9226,0.95395,0.81586,1.21074,0.77012,0.72607,0.73026,0.42392,1.41629,1.13604,1.7533,0.000302798,0.000302798,0.000302798
25,55.9454,0.92776,0.80493,1.2386,0.7652,0.73489,0.73311,0.42913,1.40089,1.12259,1.74874,0.000291789,0.000291789,0.000291789
26,58.0876,0.91968,0.77981,1.19269,0.79818,0.7262,0.74149,0.43845,1.38798,1.09267,1.74537,0.00028078,0.00028078,0.00028078
27,60.1421,0.90981,0.81286,1.23175,0.80863,0.72153,0.74392,0.43897,1.3899,1.10108,1.73913,0.000269771,0.000269771,0.000269771
28,62.1723,0.93084,0.79269,1.18996,0.78012,0.72761,0.73503,0.44208,1.37307,1.0773,1.73361,0.000258762,0.000258762,0.000258762
29,64.2167,0.91749,0.76656,1.16806,0.79586,0.70814,0.73051,0.43811,1.35827,1.06741,1.70821,0.000247754,0.000247754,0.000247754
30,66.3907,0.86887,0.7533,1.13647,0.80801,0.71015,0.72455,0.42715,1.33459,1.04348,1.68687,0.000236745,0.000236745,0.000236745
31,68.622,0.91641,0.79169,1.19225,0.83496,0.70656,0.72697,0.43167,1.33928,1.03506,1.69515,0.000225736,0.000225736,0.000225736
32,70.7305,0.95475,0.78729,1.21647,0.89514,0.69817,0.745,0.44206,1.35287,1.03232,1.70208,0.000214727,0.000214727,0.000214727
33,72.8429,0.90581,0.80428,1.18892,0.87306,0.71193,0.74758,0.43758,1.36286,1.03025,1.70294,0.000203718,0.000203718,0.000203718
34,74.9779,0.88851,0.76536,1.16222,0.80577,0.71516,0.73675,0.43189,1.38186,1.04335,1.69515,0.00019271,0.00019271,0.00019271
35,77.0941,0.91753,0.7655,1.18398,0.82311,0.72322,0.74055,0.43445,1.36804,1.06254,1.68792,0.000181701,0.000181701,0.000181701
36,79.2141,0.95024,0.78344,1.21682,0.78866,0.7405,0.74115,0.43094,1.3632,1.04154,1.68752,0.000170692,0.000170692,0.000170692
37,81.3783,0.93955,0.76587,1.19317,0.8819,0.70047,0.74424,0.43428,1.36472,1.04824,1.68878,0.000159683,0.000159683,0.000159683
38,83.5458,0.89162,0.75349,1.19283,0.83197,0.6888,0.73581,0.43383,1.35193,1.04579,1.68421,0.000148674,0.000148674,0.000148674
39,85.6377,0.90917,0.79563,1.19571,0.82199,0.71113,0.73147,0.42874,1.34555,1.05367,1.68551,0.000137666,0.000137666,0.000137666
40,87.6934,0.93175,0.75494,1.1648,0.82703,0.72422,0.74095,0.42978,1.35128,1.04966,1.69278,0.000126657,0.000126657,0.000126657
41,112.788,0.96656,0.88042,1.25733,0.82694,0.72098,0.73913,0.42918,1.36095,1.04641,1.69837,0.000115648,0.000115648,0.000115648
42,115.181,0.98277,0.84927,1.27461,0.83832,0.73759,0.74007,0.4229,1.37692,1.02953,1.72133,0.000104639,0.000104639,0.000104639
43,117.283,0.95227,0.82097,1.19544,0.85301,0.72853,0.74718,0.42615,1.38557,1.02557,1.73173,9.36304e-05,9.36304e-05,9.36304e-05
44,119.41,0.91488,0.80228,1.21754,0.86328,0.72954,0.7538,0.43109,1.38662,1.01339,1.73424,8.26216e-05,8.26216e-05,8.26216e-05
45,121.51,0.90312,0.82979,1.20264,0.82709,0.72118,0.75188,0.42992,1.37891,1.01622,1.72105,7.16128e-05,7.16128e-05,7.16128e-05
46,123.677,0.90498,0.81415,1.21642,0.78968,0.74614,0.74886,0.43366,1.37285,1.02511,1.71355,6.0604e-05,6.0604e-05,6.0604e-05
47,125.724,0.8818,0.78094,1.20008,0.78827,0.75023,0.75178,0.43605,1.36557,1.02429,1.70946,4.95952e-05,4.95952e-05,4.95952e-05
48,127.814,0.87735,0.77656,1.18979,0.83191,0.73476,0.75255,0.43996,1.35883,1.02036,1.70117,3.85864e-05,3.85864e-05,3.85864e-05
49,129.828,0.88831,0.77578,1.20855,0.82219,0.72571,0.75003,0.43954,1.35781,1.01563,1.69688,2.75776e-05,2.75776e-05,2.75776e-05
50,131.967,0.88516,0.75374,1.18503,0.82278,0.72861,0.74797,0.43712,1.35604,1.01237,1.69622,1.65688e-05,1.65688e-05,1.65688e-05
