epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.36485,0.81205,0.85858,1.19844,0.79349,0.71329,0.75467,0.4608,1.34833,1.06921,1.66442,5.004e-05,5.004e-05,5.004e-05
2,6.69158,0.93387,0.866,1.20344,0.80359,0.7167,0.74744,0.43896,1.36624,1.05214,1.68965,0.000103548,0.000103548,0.000103548
3,8.8801,0.88871,0.82535,1.18246,0.82593,0.7092,0.74127,0.43971,1.36745,1.05778,1.69908,0.000154855,0.000154855,0.000154855
4,11.0003,0.86552,0.83133,1.17482,0.82367,0.69935,0.73411,0.42531,1.39951,1.09106,1.73112,0.00020396,0.00020396,0.00020396
5,13.212,0.88163,0.82311,1.18614,0.77816,0.68202,0.72741,0.42295,1.40174,1.09747,1.72666,0.000250863,0.000250863,0.000250863
6,15.3525,0.90371,0.86619,1.20648,0.71172,0.71673,0.73793,0.42877,1.42823,1.10341,1.7565,0.000295564,0.000295564,0.000295564
7,17.4532,0.92917,0.80561,1.16832,0.8402,0.64717,0.73012,0.4204,1.43784,1.11607,1.76495,0.000338064,0.000338064,0.000338064
8,19.5825,0.95401,0.85858,1.21524,0.82318,0.70238,0.73703,0.41985,1.47541,1.12948,1.82435,0.000378361,0.000378361,0.000378361
9,21.6796,0.92416,0.85739,1.20527,0.77715,0.69059,0.71513,0.41473,1.46332,1.16077,1.84218,0.000416457,0.000416457,0.000416457
10,23.7476,0.98569,0.86295,1.23687,0.77702,0.68461,0.71951,0.40406,1.44439,1.17065,1.83691,0.000452352,0.000452352,0.000452352
11,25.7727,0.91955,0.85355,1.19286,0.77967,0.68014,0.71429,0.40873,1.44998,1.21097,1.86472,0.000445912,0.000445912,0.000445912
12,27.8899,0.94274,0.84637,1.21798,0.68366,0.71914,0.72098,0.4059,1.43707,1.25086,1.86058,0.000434903,0.000434903,0.000434903
13,29.924,0.97188,0.84026,1.20387,0.71993,0.7028,0.72292,0.41812,1.40907,1.20861,1.81277,0.000423894,0.000423894,0.000423894
14,32.0276,0.92841,0.8158,1.195,0.78184,0.69019,0.73231,0.42003,1.44248,1.17082,1.76822,0.000412886,0.000412886,0.000412886
15,34.1577,0.95135,0.85761,1.22319,0.7885,0.72138,0.74376,0.42324,1.44502,1.17096,1.77655,0.000401877,0.000401877,0.000401877
16,36.3074,0.98327,0.83728,1.18494,0.81824,0.69411,0.74183,0.42934,1.42729,1.14667,1.78378,0.000390868,0.000390868,0.000390868
17,38.3805,0.94165,0.84205,1.19903,0.80415,0.69753,0.73692,0.43011,1.40582,1.15445,1.7399,0.000379859,0.000379859,0.000379859
18,40.4747,1.00374,0.84288,1.20937,0.81136,0.69592,0.72478,0.41823,1.42313,1.1214,1.75239,0.00036885,0.00036885,0.00036885
19,42.5843,0.93336,0.82919,1.20136,0.79971,0.71775,0.73306,0.41857,1.42616,1.11527,1.76441,0.000357842,0.000357842,0.000357842
20,44.7404,0.96606,0.83153,1.19894,0.8537,0.69306,0.7379,0.43313,1.40846,1.09761,1.76251,0.000346833,0.000346833,0.000346833
21,46.8004,0.93451,0.83606,1.2254,0.84647,0.6933,0.7368,0.43374,1.40408,1.08828,1.77156,0.000335824,0.000335824,0.000335824
22,48.9089,0.92663,0.80832,1.2042,0.81735,0.70831,0.7247,0.42466,1.37647,1.1363,1.72273,0.000324815,0.000324815,0.000324815
