epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.26309,1.29954,2.0924,1.45552,0.61194,0.56862,0.63292,0.34374,1.52371,1.69095,1.82288,0.00013344,0.00013344,0.00013344
2,14.3688,1.2078,1.49201,1.36511,0.70474,0.60226,0.64092,0.34946,1.55529,1.55761,1.82944,0.000267046,0.000267046,0.000267046
3,19.6987,1.17157,1.29248,1.34894,0.70496,0.60497,0.65752,0.34074,1.55456,1.58398,1.83916,0.000395147,0.000395147,0.000395147
4,25.021,1.14981,1.18783,1.3293,0.69787,0.60351,0.66131,0.34761,1.58193,1.69656,1.83157,0.000517744,0.000517744,0.000517744
5,30.1426,1.16906,1.23101,1.31058,0.66153,0.60704,0.65292,0.35878,1.51205,1.52117,1.77171,0.000511965,0.000511965,0.000511965
6,35.4377,1.16531,1.14684,1.33245,0.69815,0.63641,0.69646,0.37918,1.50885,1.49283,1.77467,0.000500956,0.000500956,0.000500956
7,40.7025,1.11915,1.13807,1.29227,0.738,0.6723,0.72522,0.40175,1.50276,1.35129,1.7746,0.000489947,0.000489947,0.000489947
8,45.9009,1.13041,1.09082,1.31952,0.71625,0.66686,0.70254,0.38413,1.52499,1.3367,1.80013,0.000478938,0.000478938,0.000478938
9,51.1511,1.09979,1.07581,1.31235,0.70351,0.67385,0.70519,0.37433,1.52943,1.30863,1.78014,0.00046793,0.00046793,0.00046793
10,56.3103,1.09367,1.05987,1.30986,0.7674,0.67486,0.74023,0.39795,1.47593,1.24119,1.6999,0.000456921,0.000456921,0.000456921
11,61.4205,1.13458,1.03226,1.30942,0.78799,0.67825,0.74822,0.40497,1.45493,1.2681,1.67946,0.000445912,0.000445912,0.000445912
12,66.645,1.11979,0.97767,1.28556,0.78348,0.66617,0.74653,0.41109,1.45823,1.24793,1.67151,0.000434903,0.000434903,0.000434903
13,71.8438,1.08764,0.9804,1.27201,0.76512,0.68024,0.73928,0.40253,1.49153,1.31153,1.75817,0.000423894,0.000423894,0.000423894
14,76.9415,1.09031,0.99248,1.28561,0.82622,0.65017,0.74474,0.41071,1.48583,1.24071,1.72096,0.000412886,0.000412886,0.000412886
15,82.0582,1.06133,0.93675,1.25128,0.77616,0.69822,0.73748,0.40873,1.42151,1.18129,1.66018,0.000401877,0.000401877,0.000401877
16,87.1439,1.04214,0.9692,1.2662,0.78506,0.6867,0.74431,0.41262,1.46328,1.16995,1.75167,0.000390868,0.000390868,0.000390868
17,92.2589,1.04183,0.91318,1.25241,0.79925,0.70626,0.76421,0.41952,1.45874,1.24294,1.71766,0.000379859,0.000379859,0.000379859
18,97.3232,1.06075,0.90223,1.25626,0.80692,0.70173,0.76663,0.42432,1.43246,1.21261,1.69492,0.00036885,0.00036885,0.00036885
19,102.358,1.02898,0.88938,1.26846,0.78181,0.71421,0.76702,0.4181,1.45334,1.18578,1.71484,0.000357842,0.000357842,0.000357842
20,107.562,1.03563,0.91077,1.25004,0.77271,0.72442,0.77468,0.42533,1.47232,1.14419,1.72581,0.000346833,0.000346833,0.000346833
21,112.651,1.03823,0.84994,1.2418,0.82162,0.72034,0.77994,0.43133,1.4172,1.11104,1.66158,0.000335824,0.000335824,0.000335824
22,117.929,1.01848,0.85269,1.22957,0.80769,0.70537,0.78132,0.44216,1.388,1.08721,1.63373,0.000324815,0.000324815,0.000324815
