epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.75611,0.75665,0.82582,1.17446,0.82824,0.71036,0.75147,0.45559,1.36065,1.08549,1.68002,5.004e-05,5.004e-05,5.004e-05
2,6.05598,0.93723,0.86487,1.2046,0.81199,0.71011,0.74671,0.43611,1.38363,1.06359,1.71297,0.000103548,0.000103548,0.000103548
3,8.19056,0.89704,0.83512,1.18679,0.83838,0.68878,0.73847,0.43599,1.37621,1.08727,1.71494,0.000154855,0.000154855,0.000154855
4,10.2882,0.87321,0.83075,1.17991,0.84332,0.69297,0.72986,0.43295,1.38496,1.10108,1.73496,0.00020396,0.00020396,0.00020396
5,12.4095,0.88697,0.82175,1.18752,0.76989,0.6957,0.73407,0.41924,1.40056,1.10823,1.7287,0.000250863,0.000250863,0.000250863
6,14.5153,0.90541,0.85817,1.20316,0.72464,0.7025,0.74169,0.42755,1.4323,1.11634,1.75399,0.000295564,0.000295564,0.000295564
7,16.5862,0.93492,0.8145,1.17376,0.80829,0.6701,0.7274,0.41471,1.44615,1.11565,1.76571,0.000338064,0.000338064,0.000338064
8,18.7764,0.94989,0.86063,1.20748,0.80805,0.6961,0.73246,0.4212,1.44698,1.14413,1.78775,0.000378361,0.000378361,0.000378361
9,20.8747,0.92094,0.84808,1.20272,0.73735,0.71287,0.7103,0.4046,1.46179,1.19811,1.80249,0.000416457,0.000416457,0.000416457
10,22.9457,0.96271,0.85122,1.22425,0.75562,0.68464,0.70433,0.40468,1.42527,1.20582,1.77879,0.000452352,0.000452352,0.000452352
11,24.9325,0.92777,0.85654,1.19734,0.77431,0.66417,0.71166,0.40172,1.43924,1.2676,1.80925,0.000445912,0.000445912,0.000445912
12,27.0225,0.96232,0.86242,1.2311,0.82402,0.63538,0.72394,0.4095,1.41243,1.26894,1.79079,0.000434903,0.000434903,0.000434903
13,29.0276,0.97596,0.85424,1.21253,0.78771,0.69741,0.72796,0.41292,1.40259,1.21886,1.76334,0.000423894,0.000423894,0.000423894
14,31.039,0.92492,0.8159,1.19338,0.7686,0.72485,0.73851,0.41932,1.4494,1.20734,1.74478,0.000412886,0.000412886,0.000412886
15,33.0836,0.94709,0.87645,1.22313,0.78001,0.69687,0.72367,0.40701,1.43451,1.21428,1.74833,0.000401877,0.000401877,0.000401877
16,35.1473,0.96357,0.83953,1.17744,0.79684,0.70049,0.72501,0.41975,1.41615,1.15847,1.7574,0.000390868,0.000390868,0.000390868
17,37.1535,0.9524,0.84758,1.20576,0.81617,0.67969,0.73508,0.41873,1.41225,1.19067,1.73508,0.000379859,0.000379859,0.000379859
18,39.2062,1.00436,0.84519,1.21083,0.782,0.69403,0.72005,0.40681,1.42048,1.16475,1.73561,0.00036885,0.00036885,0.00036885
19,41.1713,0.94189,0.83538,1.21034,0.78172,0.69562,0.72575,0.41784,1.4117,1.11783,1.74809,0.000357842,0.000357842,0.000357842
20,43.3293,0.9624,0.82901,1.20087,0.83484,0.67102,0.72792,0.4258,1.42585,1.10531,1.80922,0.000346833,0.000346833,0.000346833
21,45.3681,0.93156,0.84582,1.22373,0.8019,0.68022,0.72849,0.42579,1.41361,1.10756,1.80642,0.000335824,0.000335824,0.000335824
22,47.408,0.92153,0.80205,1.20088,0.85815,0.63351,0.72117,0.43368,1.38527,1.08962,1.72748,0.000324815,0.000324815,0.000324815
23,49.3757,0.92143,0.82023,1.21162,0.77574,0.66656,0.72252,0.43718,1.35455,1.09056,1.6754,0.000313806,0.000313806,0.000313806
24,51.4433,0.95781,0.80907,1.21922,0.7918,0.68798,0.72394,0.43523,1.35335,1.10485,1.67015,0.000302798,0.000302798,0.000302798
25,53.503,0.92269,0.81508,1.2369,0.79977,0.68889,0.73208,0.4452,1.36109,1.0877,1.69434,0.000291789,0.000291789,0.000291789
26,55.5294,0.92096,0.78646,1.19895,0.79198,0.71521,0.74945,0.44818,1.37502,1.05762,1.73248,0.00028078,0.00028078,0.00028078
27,57.5238,0.90649,0.81581,1.22662,0.80705,0.70873,0.74007,0.45305,1.37797,1.05857,1.73213,0.000269771,0.000269771,0.000269771
28,59.6144,0.9138,0.78546,1.17912,0.79648,0.69496,0.72417,0.43657,1.4108,1.08047,1.76994,0.000258762,0.000258762,0.000258762
29,61.6601,0.91142,0.76142,1.16821,0.78763,0.70015,0.72613,0.43581,1.40684,1.09697,1.76757,0.000247754,0.000247754,0.000247754
30,63.717,0.86547,0.74783,1.13838,0.82353,0.69353,0.72679,0.43471,1.36609,1.0737,1.71667,0.000236745,0.000236745,0.000236745
31,65.752,0.91088,0.79789,1.18535,0.81948,0.72138,0.73145,0.43674,1.35883,1.06614,1.70562,0.000225736,0.000225736,0.000225736
32,67.7642,0.9463,0.79295,1.21161,0.88196,0.70971,0.74248,0.43895,1.35327,1.04249,1.68834,0.000214727,0.000214727,0.000214727
33,69.7733,0.90964,0.80214,1.19287,0.81554,0.71931,0.74566,0.44205,1.36584,1.02875,1.68725,0.000203718,0.000203718,0.000203718
34,71.867,0.88092,0.74642,1.15741,0.8016,0.71719,0.73602,0.43211,1.37271,1.03579,1.68441,0.00019271,0.00019271,0.00019271
